id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
47,15709920.0,Mazzi,773.0,Germany,Female,36.0,8.0,100212.13,2.0,1.0,1.0,180830.43,0.0
48,15815660.0,Maclean,638.0,France,Male,35.0,6.0,0.0,2.0,1.0,1.0,126451.14,0.0
49,15665064.0,K'ung,584.0,Spain,Female,38.0,2.0,121172.97,1.0,1.0,1.0,182705.05,0.0
50,15707120.0,Chukwubuikem,572.0,France,Male,34.0,0.0,0.0,2.0,1.0,0.0,86460.28,0.0
51,15813917.0,Hsiung,746.0,Spain,Male,34.0,5.0,139432.34,1.0,1.0,1.0,66561.6,0.0
52,15661629.0,Cattaneo,745.0,France,Female,32.0,8.0,0.0,2.0,1.0,1.0,111149.98,0.0
53,15662494.0,Chigolum,662.0,Spain,Male,36.0,5.0,0.0,2.0,0.0,0.0,160548.12,0.0
54,15706762.0,Chinomso,592.0,Spain,Male,20.0,4.0,0.0,2.0,1.0,0.0,175743.92,0.0
55,15744607.0,P'an,707.0,Spain,Male,37.0,2.0,91611.12,1.0,1.0,1.0,182624.38,0.0
56,15680918.0,Chidiebere,590.0,France,Female,41.0,8.0,0.0,2.0,1.0,1.0,147074.67,0.0
57,15625592.0,Ch'eng,588.0,France,Male,29.0,8.0,0.0,2.0,0.0,1.0,177747.72,0.0
58,15802741.0,Chukwukere,682.0,Spain,Male,30.0,1.0,0.0,2.0,1.0,1.0,144870.28,0.0
59,15731117.0,Folliero,569.0,Germany,Male,30.0,2.0,112712.17,1.0,1.0,0.0,123954.15,0.0
60,15793881.0,Chidubem,790.0,Germany,Male,34.0,5.0,102945.01,2.0,1.0,0.0,168034.9,0.0
61,15646817.0,Tsao,596.0,Germany,Female,44.0,8.0,107556.06,3.0,1.0,0.0,120830.73,1.0
62,15731519.0,Chukwubuikem,613.0,Germany,Female,44.0,6.0,114512.59,1.0,1.0,1.0,188997.08,0.0
63,15766044.0,Ch'ang,661.0,Spain,Male,40.0,4.0,118448.15,2.0,1.0,1.0,120880.72,0.0
64,15668594.0,Nwankwo,587.0,France,Male,27.0,7.0,0.0,2.0,1.0,0.0,89891.4,0.0
65,15682355.0,Tien,731.0,Spain,Female,34.0,6.0,167983.17,1.0,1.0,0.0,121523.59,0.0
66,15761168.0,Onyekachukwu,731.0,France,Male,37.0,6.0,140931.82,1.0,1.0,1.0,121866.87,0.0
67,15736043.0,Chidubem,652.0,Spain,Female,24.0,2.0,0.0,1.0,1.0,0.0,44251.33,0.0
68,15711572.0,Chiekwugo,556.0,France,Female,45.0,6.0,100169.51,1.0,1.0,1.0,170968.99,1.0
69,15773972.0,Okeke,591.0,Spain,Male,50.0,4.0,0.0,2.0,1.0,1.0,36405.21,0.0
70,15692761.0,Ch'iu,717.0,Germany,Female,29.0,9.0,91286.51,2.0,1.0,1.0,54517.25,0.0
71,15793881.0,Ebelegbulam,695.0,Germany,Female,41.0,9.0,157780.93,1.0,0.0,1.0,136497.28,0.0
72,15802362.0,Hsiung,717.0,Spain,Female,44.0,3.0,138089.97,1.0,1.0,1.0,69428.79,0.0
73,15726310.0,Udinese,692.0,France,Male,31.0,7.0,0.0,1.0,0.0,0.0,91044.47,0.0
74,15721779.0,Chukwumaobim,756.0,Germany,Male,44.0,3.0,138106.75,1.0,1.0,0.0,163427.18,1.0
75,15583552.0,Nnamutaezinwa,656.0,France,Male,33.0,3.0,0.0,2.0,1.0,1.0,97734.3,0.0
76,15589969.0,Chinedum,554.0,France,Male,39.0,2.0,0.0,2.0,1.0,1.0,76611.33,0.0
77,15794479.0,Chikwendu,754.0,France,Female,37.0,6.0,0.0,1.0,0.0,0.0,56897.1,0.0
78,15807555.0,Ndubueze,597.0,France,Female,29.0,4.0,0.0,2.0,1.0,1.0,140937.97,0.0
79,15782219.0,Lo,683.0,Spain,Male,23.0,7.0,0.0,2.0,1.0,0.0,157862.82,0.0
80,15583392.0,Ch'in,713.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,173576.71,0.0
81,15772892.0,Obidimkpa,735.0,France,Female,36.0,2.0,0.0,2.0,0.0,0.0,126188.42,0.0
82,15804075.0,Genovese,699.0,Germany,Female,31.0,4.0,134919.85,2.0,1.0,0.0,132038.65,0.0
83,15793425.0,H?,565.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,1.0,179861.79,0.0
84,15642824.0,Hsia,718.0,France,Male,36.0,2.0,0.0,2.0,0.0,1.0,113868.4,0.0
85,15697035.0,Ch'eng,639.0,France,Male,35.0,7.0,0.0,2.0,1.0,0.0,52795.15,0.0
86,15660211.0,Goliwe,633.0,Germany,Male,43.0,5.0,108231.37,1.0,1.0,1.0,100564.37,0.0
87,15687558.0,Hsiung,584.0,Germany,Male,37.0,5.0,108204.52,1.0,1.0,1.0,90905.26,1.0
88,15705918.0,Yobanna,647.0,Germany,Male,34.0,1.0,138082.17,1.0,1.0,0.0,79734.23,1.0
89,15775235.0,Miah,697.0,Spain,Male,34.0,6.0,120911.75,1.0,0.0,0.0,61324.87,0.0
90,15702298.0,K'ung,667.0,France,Male,39.0,6.0,0.0,2.0,0.0,0.0,47318.75,0.0
91,15743076.0,Chimezie,653.0,France,Male,26.0,4.0,0.0,1.0,0.0,0.0,176843.53,1.0
92,15777901.0,L?,748.0,France,Male,34.0,1.0,121529.58,1.0,1.0,1.0,173948.3,0.0
93,15744607.0,Ch'ang,744.0,France,Male,33.0,7.0,0.0,2.0,1.0,0.0,92888.52,0.0
94,15688071.0,Onyekachi,683.0,France,Female,40.0,9.0,0.0,2.0,1.0,0.0,81778.72,0.0
95,15782454.0,Chidumaga,750.0,France,Male,34.0,1.0,0.0,2.0,1.0,0.0,79323.61,0.0
96,15734005.0,Ch'en,588.0,Spain,Female,32.0,9.0,0.0,2.0,0.0,1.0,153392.28,0.0
97,15811261.0,McIntyre,638.0,France,Female,40.0,3.0,0.0,1.0,1.0,0.0,100862.36,1.0
98,15602979.0,Shih,581.0,France,Male,35.0,9.0,0.0,2.0,1.0,0.0,131177.22,0.0
99,15758081.0,Calabrese,537.0,France,Female,26.0,1.0,0.0,2.0,1.0,1.0,52449.71,0.0
100,15717231.0,Fanucci,797.0,France,Male,43.0,1.0,0.0,1.0,1.0,0.0,97629.31,1.0
101,15732674.0,Nnonso,638.0,France,Male,39.0,5.0,0.0,2.0,1.0,1.0,136846.75,0.0
102,15667438.0,Nkemdirim,567.0,France,Male,38.0,8.0,0.0,1.0,1.0,0.0,79577.4,0.0
103,15678725.0,Onyemachukwu,731.0,Spain,Male,42.0,4.0,0.0,2.0,1.0,0.0,163911.32,0.0
104,15749964.0,Hsia,668.0,France,Female,35.0,3.0,0.0,2.0,1.0,1.0,88206.04,0.0
105,15643908.0,Tsai,642.0,France,Female,31.0,6.0,0.0,2.0,1.0,0.0,151924.9,0.0
106,15672930.0,Hsueh,645.0,Germany,Female,33.0,3.0,148042.97,2.0,1.0,0.0,47775.34,0.0
107,15731751.0,Chidi,584.0,Germany,Male,30.0,6.0,116933.11,2.0,1.0,1.0,126837.72,0.0
108,15671165.0,Ugochukwu,754.0,France,Male,47.0,0.0,0.0,1.0,1.0,0.0,166953.82,1.0
109,15712176.0,Ch'in,729.0,Spain,Male,38.0,4.0,0.0,1.0,0.0,1.0,151167.94,0.0
110,15699446.0,Iloerika,614.0,Germany,Female,41.0,9.0,129974.79,1.0,1.0,0.0,166513.47,0.0
111,15763874.0,Trevisan,760.0,Germany,Female,39.0,1.0,162701.65,2.0,1.0,1.0,121089.03,1.0
112,15686963.0,Hsiung,678.0,France,Female,43.0,6.0,0.0,2.0,1.0,1.0,124749.08,0.0
113,15728456.0,Y?an,641.0,Spain,Female,29.0,9.0,0.0,2.0,1.0,0.0,170528.63,0.0
114,15674840.0,Fetherstonhaugh,648.0,France,Female,39.0,6.0,81132.21,1.0,1.0,1.0,176745.91,0.0
115,15631681.0,Tsai,600.0,France,Male,36.0,0.0,0.0,2.0,1.0,1.0,73881.68,0.0
116,15749167.0,Mancini,619.0,Spain,Male,49.0,6.0,0.0,1.0,1.0,1.0,131553.82,1.0
117,15691703.0,Hs?,722.0,France,Female,47.0,6.0,0.0,2.0,0.0,1.0,163666.85,1.0
118,15606861.0,Chizuoke,610.0,France,Female,38.0,5.0,0.0,1.0,1.0,1.0,56767.67,1.0
119,15702571.0,Chukwualuka,632.0,France,Female,33.0,2.0,0.0,2.0,1.0,1.0,19131.71,0.0
120,15585892.0,Macleod,648.0,Germany,Male,26.0,7.0,87098.91,1.0,1.0,0.0,129353.21,0.0
121,15796813.0,Chidubem,599.0,Germany,Female,50.0,3.0,98738.92,3.0,1.0,0.0,146636.44,1.0
122,15651022.0,Ogg,685.0,France,Female,32.0,8.0,133801.49,1.0,0.0,1.0,136859.55,0.0
123,15569209.0,Chiganu,645.0,France,Male,38.0,9.0,119670.18,1.0,1.0,0.0,171770.58,0.0
124,15592222.0,Ponomarev,624.0,France,Male,42.0,6.0,0.0,2.0,1.0,0.0,171045.56,0.0
125,15621021.0,Galkina,704.0,France,Male,43.0,3.0,0.0,2.0,1.0,0.0,122925.4,0.0
126,15662238.0,Rishel,749.0,Spain,Female,38.0,6.0,0.0,2.0,1.0,0.0,75848.22,0.0
127,15737506.0,Chizuoke,609.0,Spain,Female,32.0,4.0,0.0,2.0,1.0,0.0,52876.41,0.0
128,15807433.0,Onwumelu,498.0,Germany,Female,32.0,2.0,132403.56,2.0,1.0,0.0,83419.29,0.0
129,15669994.0,Yocum,611.0,France,Male,30.0,1.0,0.0,2.0,0.0,0.0,64831.36,0.0
130,15808526.0,McFarland,707.0,France,Male,40.0,1.0,0.0,1.0,1.0,1.0,187632.22,1.0
131,15620204.0,Ojiofor,687.0,France,Male,29.0,2.0,0.0,2.0,1.0,1.0,108876.75,0.0
132,15632439.0,Udegbulam,561.0,Germany,Male,37.0,8.0,114655.58,2.0,1.0,1.0,86634.3,0.0
133,15772781.0,Chidiegwu,709.0,France,Female,33.0,7.0,0.0,2.0,1.0,0.0,27345.18,0.0
134,15659195.0,Chiekwugo,679.0,France,Male,30.0,8.0,0.0,1.0,1.0,0.0,38772.65,0.0
135,15576774.0,H?,711.0,Spain,Male,50.0,9.0,0.0,1.0,1.0,0.0,68815.05,1.0
136,15711219.0,Ch'iu,634.0,France,Male,42.0,7.0,0.0,2.0,1.0,0.0,140881.2,0.0
137,15769948.0,Maclean,679.0,Germany,Female,37.0,3.0,106531.52,1.0,1.0,0.0,74965.61,1.0
138,15763327.0,Mazzanti,607.0,France,Male,41.0,2.0,0.0,2.0,0.0,0.0,167573.06,0.0
139,15709117.0,Chidumaga,584.0,Germany,Male,41.0,7.0,145974.79,1.0,0.0,0.0,116816.59,0.0
140,15792365.0,Ch'eng,730.0,France,Male,38.0,6.0,0.0,2.0,1.0,0.0,133537.51,0.0
141,15727605.0,Onyemere,553.0,France,Male,35.0,10.0,0.0,2.0,1.0,1.0,111558.7,0.0
142,15624391.0,Dickson,598.0,Germany,Female,29.0,2.0,125724.95,2.0,1.0,0.0,11.55,0.0
143,15791323.0,Ch'ien,549.0,France,Female,39.0,8.0,0.0,2.0,1.0,0.0,177738.98,0.0
144,15776433.0,Clements,684.0,France,Male,31.0,0.0,0.0,2.0,1.0,0.0,96875.52,0.0
145,15793311.0,Genovese,749.0,France,Male,35.0,1.0,0.0,1.0,1.0,0.0,4050.57,0.0
146,15593470.0,Tien,644.0,Spain,Male,41.0,8.0,0.0,2.0,1.0,1.0,58855.87,1.0
147,15652981.0,Shih,681.0,Germany,Male,58.0,2.0,127849.58,2.0,1.0,1.0,154767.35,0.0
148,15586039.0,Nwora,576.0,France,Male,51.0,10.0,0.0,1.0,0.0,0.0,48486.18,1.0
149,15776733.0,Chuang,729.0,France,Female,39.0,5.0,0.0,2.0,1.0,0.0,159508.52,0.0
150,15566689.0,K'ung,659.0,France,Male,31.0,3.0,0.0,2.0,0.0,1.0,146738.83,0.0
151,15757577.0,Hsia,679.0,France,Female,35.0,7.0,0.0,2.0,1.0,1.0,123866.43,0.0
152,15788068.0,Mazzanti,696.0,France,Female,42.0,3.0,0.0,2.0,0.0,0.0,131718.12,0.0
153,15648876.0,Tsai,720.0,France,Male,40.0,6.0,0.0,2.0,1.0,1.0,38190.78,0.0
154,15679968.0,Nwankwo,685.0,Germany,Male,28.0,2.0,132837.7,2.0,0.0,0.0,173365.9,0.0
155,15662098.0,Ch'ien,628.0,Germany,Male,40.0,1.0,84587.9,1.0,1.0,0.0,19720.08,1.0
156,15572360.0,Rowntree,633.0,France,Male,47.0,3.0,0.0,1.0,0.0,0.0,117323.31,1.0
157,15679801.0,L?,669.0,Germany,Male,38.0,2.0,102520.37,2.0,1.0,1.0,187840.91,0.0
158,15567993.0,Chialuka,684.0,France,Male,31.0,6.0,0.0,2.0,1.0,1.0,143433.09,0.0
159,15777901.0,Chiemezie,639.0,France,Male,41.0,5.0,0.0,2.0,1.0,0.0,93835.64,0.0
160,15626042.0,Kao,574.0,Spain,Female,34.0,5.0,0.0,2.0,1.0,1.0,173365.89,0.0
161,15733361.0,Chiu,654.0,Spain,Female,37.0,8.0,85891.55,1.0,1.0,1.0,67431.28,0.0
162,15765014.0,Ch'eng,695.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,0.0,40207.06,0.0
163,15704844.0,Nucci,665.0,Spain,Male,41.0,7.0,0.0,2.0,1.0,1.0,146041.45,0.0
164,15750867.0,Hazon,844.0,France,Female,31.0,5.0,0.0,2.0,1.0,0.0,123499.11,0.0
165,15689517.0,Y?,661.0,Germany,Female,40.0,8.0,124440.18,1.0,1.0,0.0,57549.65,1.0
166,15589224.0,Ch'ang,569.0,France,Male,39.0,7.0,0.0,2.0,1.0,0.0,93901.61,0.0
167,15771211.0,Okonkwo,694.0,France,Female,29.0,1.0,0.0,2.0,1.0,0.0,145551.6,0.0
168,15602030.0,K'ung,559.0,France,Female,29.0,8.0,0.0,2.0,1.0,0.0,168816.23,0.0
169,15698028.0,Tseng,644.0,France,Female,35.0,7.0,106011.59,1.0,1.0,0.0,143301.49,0.0
170,15677955.0,Toscani,653.0,Spain,Male,39.0,3.0,0.0,1.0,1.0,0.0,61761.77,0.0
171,15693337.0,Onyemauchechukwu,589.0,France,Male,39.0,3.0,0.0,2.0,1.0,1.0,148814.54,0.0
172,15571244.0,Chukwukadibia,648.0,France,Male,29.0,9.0,135120.72,1.0,1.0,1.0,141364.62,0.0
173,15682533.0,P'eng,620.0,Spain,Male,29.0,8.0,96651.03,1.0,1.0,1.0,88743.99,0.0
174,15700964.0,Mazzi,718.0,France,Male,29.0,4.0,0.0,2.0,1.0,1.0,180553.48,0.0
175,15582591.0,Hs?,593.0,Germany,Male,36.0,5.0,118895.1,1.0,1.0,0.0,121763.67,1.0
176,15721793.0,Y?an,662.0,France,Female,41.0,4.0,0.0,1.0,1.0,0.0,102930.46,0.0
177,15743545.0,Laidley,575.0,Spain,Male,40.0,7.0,0.0,1.0,1.0,0.0,182270.88,0.0
178,15594409.0,T'ao,712.0,France,Female,32.0,4.0,170600.78,2.0,1.0,0.0,38190.78,0.0
179,15752731.0,Shao,559.0,France,Male,29.0,5.0,0.0,1.0,1.0,0.0,103560.98,1.0
180,15690546.0,McIntyre,662.0,France,Male,31.0,5.0,137592.89,1.0,0.0,1.0,109742.55,1.0
181,15703037.0,Chialuka,567.0,Germany,Male,52.0,3.0,109528.28,1.0,0.0,1.0,168085.97,1.0
182,15733283.0,Hs?eh,709.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,166586.99,0.0
183,15773949.0,Ch'in,718.0,France,Male,37.0,3.0,0.0,2.0,1.0,1.0,127413.0,0.0
184,15648047.0,Chiekwugo,586.0,France,Male,29.0,9.0,0.0,2.0,0.0,0.0,187826.11,0.0
185,15784958.0,Gannon,559.0,France,Male,37.0,9.0,0.0,2.0,0.0,1.0,87816.86,0.0
186,15660155.0,P'an,732.0,Spain,Male,41.0,4.0,0.0,2.0,1.0,0.0,40313.47,0.0
187,15682533.0,Chukwufumnanya,725.0,Spain,Male,38.0,2.0,0.0,2.0,1.0,0.0,141533.19,0.0
188,15633586.0,Maclean,681.0,France,Female,44.0,5.0,0.0,2.0,1.0,0.0,57929.9,0.0
189,15694321.0,Palermo,638.0,Spain,Female,46.0,8.0,0.0,3.0,1.0,0.0,138889.15,1.0
190,15781598.0,T'ien,678.0,France,Male,39.0,2.0,0.0,2.0,1.0,0.0,159800.16,0.0
191,15714485.0,Ts'ai,678.0,Germany,Female,36.0,6.0,128960.1,2.0,0.0,0.0,141476.56,0.0
192,15585067.0,Chukwudi,744.0,Germany,Male,32.0,8.0,125724.95,2.0,1.0,1.0,61931.21,0.0
193,15713483.0,Hsia,634.0,France,Male,29.0,2.0,0.0,2.0,1.0,0.0,184524.65,0.0
194,15650545.0,Ch'ang,778.0,France,Female,60.0,1.0,0.0,1.0,1.0,1.0,118974.77,1.0
195,15585855.0,T'ien,603.0,France,Male,56.0,5.0,0.0,1.0,1.0,1.0,38190.78,1.0
196,15791342.0,Ch'in,641.0,France,Male,35.0,7.0,0.0,2.0,1.0,0.0,97468.44,0.0
197,15603743.0,Biryukov,583.0,France,Female,52.0,2.0,0.0,1.0,1.0,0.0,79476.63,1.0
198,15791767.0,Chidozie,521.0,France,Male,31.0,3.0,0.0,2.0,0.0,1.0,182855.42,0.0
199,15809837.0,Toscani,678.0,Germany,Female,30.0,9.0,129840.36,1.0,0.0,0.0,121138.77,0.0
200,15672056.0,Hsieh,735.0,Germany,Female,43.0,2.0,129120.64,1.0,1.0,0.0,143615.83,1.0
201,15778838.0,H?,706.0,France,Male,36.0,7.0,152615.72,1.0,1.0,0.0,166694.93,0.0
202,15680767.0,O'Sullivan,711.0,France,Male,26.0,4.0,124737.86,1.0,0.0,0.0,151481.86,0.0
203,15798905.0,Hao,571.0,Germany,Female,26.0,8.0,77826.8,1.0,1.0,1.0,58440.43,0.0
204,15756820.0,Yermakova,564.0,France,Male,34.0,9.0,0.0,2.0,1.0,0.0,176779.46,0.0
205,15780128.0,Ting,762.0,Spain,Male,30.0,6.0,0.0,1.0,1.0,0.0,26136.13,0.0
206,15604576.0,Ch'iu,727.0,France,Male,42.0,4.0,63669.42,1.0,1.0,0.0,138111.71,0.0
207,15756920.0,Brown,447.0,Spain,Male,36.0,9.0,0.0,1.0,1.0,0.0,167058.75,0.0
208,15687828.0,Li,632.0,France,Male,27.0,3.0,0.0,2.0,1.0,0.0,141446.01,0.0
209,15658052.0,Iweobiegbunam,657.0,Spain,Male,41.0,5.0,85859.76,1.0,1.0,1.0,102925.76,0.0
210,15612494.0,O'Sullivan,607.0,France,Female,44.0,2.0,0.0,2.0,1.0,1.0,192505.62,0.0
211,15659800.0,Mamelu,638.0,Spain,Male,32.0,2.0,0.0,2.0,1.0,1.0,143913.38,0.0
212,15772933.0,Hsia,646.0,Germany,Male,32.0,2.0,141827.33,1.0,1.0,0.0,129890.94,0.0
213,15747534.0,Chidumaga,742.0,Spain,Male,37.0,6.0,108286.5,1.0,1.0,0.0,58320.06,0.0
214,15646632.0,Mazzanti,567.0,Spain,Female,47.0,5.0,118879.35,1.0,1.0,0.0,179351.89,1.0
215,15651581.0,Rizzo,543.0,Germany,Female,47.0,5.0,134740.24,1.0,0.0,1.0,163746.09,1.0
216,15734609.0,Hsiung,747.0,France,Male,38.0,3.0,0.0,1.0,1.0,1.0,88550.13,1.0
217,15662908.0,Chin,603.0,Spain,Female,40.0,8.0,0.0,1.0,1.0,0.0,157921.25,0.0
218,15752912.0,Hs?,556.0,France,Female,25.0,3.0,0.0,2.0,1.0,1.0,70954.41,0.0
219,15803413.0,Folliero,679.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,93777.61,0.0
220,15766183.0,Tsao,712.0,Germany,Male,30.0,3.0,107138.03,2.0,1.0,1.0,96658.26,0.0
221,15790829.0,Ts'ai,573.0,France,Female,38.0,3.0,0.0,1.0,1.0,0.0,133020.9,0.0
222,15802466.0,White,745.0,Spain,Female,47.0,5.0,0.0,2.0,1.0,1.0,181499.77,0.0
223,15644878.0,Toscani,675.0,France,Male,32.0,3.0,0.0,1.0,1.0,1.0,121061.89,0.0
224,15696826.0,Toscani,711.0,France,Male,36.0,10.0,120591.19,1.0,1.0,1.0,79623.28,0.0
225,15570194.0,Chia,753.0,France,Female,37.0,4.0,141004.46,1.0,1.0,1.0,74580.8,0.0
226,15623450.0,Lo Duca,581.0,Spain,Female,31.0,3.0,140576.11,1.0,1.0,1.0,92708.1,0.0
227,15769974.0,Chifley,590.0,France,Male,28.0,7.0,0.0,1.0,0.0,1.0,121485.1,0.0
228,15756472.0,Ritchie,733.0,France,Female,39.0,9.0,0.0,1.0,0.0,0.0,173940.59,1.0
229,15664504.0,Onyeoruru,769.0,France,Female,42.0,1.0,0.0,2.0,1.0,0.0,52856.88,0.0
230,15679760.0,Lu,573.0,France,Male,34.0,8.0,119817.33,1.0,1.0,1.0,167033.83,0.0
231,15661591.0,Hsiao,636.0,France,Male,39.0,1.0,0.0,2.0,1.0,0.0,141428.98,0.0
232,15779886.0,Tien,593.0,France,Male,33.0,7.0,0.0,2.0,1.0,0.0,121085.72,0.0
233,15754072.0,Chinonyelum,699.0,Germany,Male,27.0,2.0,150329.15,2.0,0.0,1.0,115638.29,0.0
234,15726250.0,Aksenov,683.0,France,Female,37.0,2.0,0.0,1.0,0.0,0.0,91624.11,0.0
235,15614687.0,Hsueh,683.0,France,Female,28.0,4.0,0.0,2.0,0.0,1.0,104876.8,0.0
236,15698619.0,Iadanza,741.0,Spain,Female,38.0,9.0,0.0,2.0,1.0,0.0,107640.25,0.0
237,15672984.0,Ting,835.0,France,Male,26.0,10.0,0.0,2.0,1.0,1.0,176763.27,0.0
238,15631481.0,Chukwuemeka,785.0,Germany,Male,37.0,8.0,143888.22,1.0,0.0,0.0,121568.37,0.0
239,15659325.0,Aikenhead,756.0,France,Male,43.0,8.0,0.0,2.0,0.0,1.0,143723.02,0.0
240,15599251.0,Ch'ang,653.0,France,Female,38.0,3.0,90560.3,1.0,0.0,1.0,125961.48,0.0
241,15752320.0,Echezonachukwu,777.0,France,Female,40.0,3.0,122334.71,1.0,1.0,1.0,146723.72,0.0
